station,state,city,latitude,longitude
"Hakimapada, Angul - OSPCB",Odisha,Angul,20.832874,85.104082
"Kalidaspur, Balasore - OSPCB",Odisha,Balasore,21.51161,86.89088
"Forest Office, Barbil - OSPCB",Odisha,Barbil,22.1166054,85.3945546
"Meher Colony, Baripada - OSPCB",Odisha,Baripada,21.941841,86.728318
"Lingraj Mandir, Bhubaneswar - OSPCB",Odisha,Bhubaneswar,20.24079,85.836784
"Patia, Bhubaneswar - OSPCB",Odisha,Bhubaneswar,20.34652,85.8163
"Tata Township, Bileipada - OSPCB",Odisha,Bileipada,22.06156703,85.47409613
"GM Office, Brajrajnagar - OSPCB",Odisha,Brajrajnagar,21.8004996,83.8396977
"Ferro Chrome Colony, Byasanagar - OSPCB",Odisha,Byasanagar,20.94185,86.1151
"CDA Area, Cuttack - OSPCB",Odisha,Cuttack,20.48891,85.84768
"Jagamohanpur, Keonjhar - OSPCB",Odisha,Keonjhar,21.6439,85.599355
"Dabuna, Nayagarh - OSPCB",Odisha,Nayagarh,21.847279,85.416905
"Divisional Forest Office, Rairangpur - OSPCB",Odisha,Rairangpur,22.265816,86.174829
"Fertilizer Township, Rourkela - OSPCB",Odisha,Rourkela,22.18972222,84.86277778
"Raghunathpali, Rourkela - OSPCB",Odisha,Rourkela,22.220833,84.809444
"Sector-2, Rourkela - OSPCB",Odisha,Rourkela,22.245,84.88111111
"Talcher Coalfields,Talcher - OSPCB",Odisha,Talcher,20.9360711,85.1707021
"Barsua Iron Ore Mines, Tensa - OSPCB",Odisha,Tensa,21.869985,85.167016
"Jawahar Nagar, Puducherry - PPCC",Puducherry,Puducherry,11.9309,79.8027
"Golden Temple, Amritsar - PPCB",Punjab,Amritsar,31.62,74.876512
"Hardev Nagar, Bathinda - PPCB",Punjab,Bathinda,30.233011,74.907758
"Civil Line, Jalandhar - PPCB",Punjab,Jalandhar,31.321907,75.578914
"Kalal Majra, Khanna - PPCB",Punjab,Khanna,30.736056,76.209694
"Punjab Agricultural University, Ludhiana - PPCB",Punjab,Ludhiana,30.9028,75.8086
"RIMT University, Mandi Gobindgarh - PPCB",Punjab,Mandi Gobindgarh,30.649961,76.331442
"Model Town, Patiala - PPCB",Punjab,Patiala,30.349388,76.366642
"Ratanpura, Rupnagar - Ambuja Cements",Punjab,Rupnagar,31.0325454,76.5623046
"Civil Lines,  Ajmer - RSPCB",Rajasthan,Ajmer,26.470859,74.646594
"Moti Doongri, Alwar - RSPCB",Rajasthan,Alwar,27.554793,76.611536
"Rati Talai, Banswara - RSPCB",Rajasthan,Banswara,23.55519,74.44001
"Bamboliya, Baran - RSPCB",Rajasthan,Baran,25.106006,76.469948
"Railway Colony, Barmer - RSPCB",Rajasthan,Barmer,25.747299,71.393989
"Krishna Nagar, Bharatpur - RSPCB",Rajasthan,Bharatpur,27.215415,77.50873
"Pratap Nagar, Bhilwara - RSPCB",Rajasthan,Bhilwara,25.339605,74.618883
"RIICO Ind. Area III, Bhiwadi - RSPCB",Rajasthan,Bhiwadi,28.194909,76.862296
"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",Rajasthan,Bhiwadi,28.207266,76.829265
"MM Ground, Bikaner - RSPCB",Rajasthan,Bikaner,28.018792,73.292658
"New Colony, Bundi - RSPCB",Rajasthan,Bundi,25.435774,75.644272
"Shastri Nagar, Chittorgarh - RSPCB",Rajasthan,Chittorgarh,24.892047,74.623527
"Subash Chowk, Churu - RSPCB",Rajasthan,Churu,28.296139,74.961696
"Khatikan Mohalla, Dausa - RSPCB",Rajasthan,Dausa,26.895552,76.334753
"Raja Ganj, Dholpur - RSPCB",Rajasthan,Dholpur,26.699557,77.898881
"Bhoiwada, Dungarpur - RSPCB",Rajasthan,Dungarpur,23.837789,73.714926
"Housing Board, Hanumangarh - RSPCB",Rajasthan,Hanumangarh,29.61075,74.283608
"Adarsh Nagar, Jaipur - RSPCB",Rajasthan,Jaipur,26.902909,75.836858
"Mansarovar Sector-12, Jaipur - RSPCB",Rajasthan,Jaipur,26.843698,75.766894
"Police Commissionerate, Jaipur - RSPCB",Rajasthan,Jaipur,26.9164092,75.7994901
"RIICO Sitapura, Jaipur - RSPCB",Rajasthan,Jaipur,26.786682,75.827928
"Sector-2 Murlipura, Jaipur - RSPCB",Rajasthan,Jaipur,26.960669,75.771817
"Shastri Nagar, Jaipur - RSPCB",Rajasthan,Jaipur,26.9502929,75.730943
"Sadar Bazar, Jaisalmer - RSPCB",Rajasthan,Jaisalmer,26.912329,70.909168
"Mudtra Sili, Jalore - RSPCB",Rajasthan,Jalore,25.344694,72.626208
"Rajlaxmi Nagar, Jhalawar - RSPCB",Rajasthan,Jhalawar,24.588397,76.172782
"Indra Nagar, Jhunjhunu - RSPCB",Rajasthan,Jhunjhunu,28.108988,75.386577
"Collectorate, Jodhpur - RSPCB",Rajasthan,Jodhpur,26.268249,73.0193853
"Digari Kalan, Jodhpur - RSPCB",Rajasthan,Jodhpur,26.29581,73.082283
"Jhalamand, Jodhpur - RSPCB",Rajasthan,Jodhpur,26.215415,73.070156
"Mandor, Jodhpur - RSPCB",Rajasthan,Jodhpur,26.358805,73.047444
"Samrat Ashok Udhyan, Jodhpur - RSPCB",Rajasthan,Jodhpur,26.253384,72.976571
"Satyawati Vihar, Karauli - RSPCB",Rajasthan,Karauli,26.506177,77.025989
"Dhanmandi, Kota - RSPCB",Rajasthan,Kota,25.16409,75.858137
"Nayapura, Kota - RSPCB",Rajasthan,Kota,25.196024,75.855668
"Shrinath Puram, Kota - RSPCB",Rajasthan,Kota,25.14389,75.821256
"Karni Colony, Nagaur - RSPCB",Rajasthan,Nagaur,27.213494,73.734444
"Indira Colony Vistar, Pali - RSPCB",Rajasthan,Pali,25.771061,73.340227
"Pragati Nagar, Pratapgarh - RSPCB",Rajasthan,Pratapgarh,24.041198,74.780702
"Dhoinda, Rajsamand - RSPCB",Rajasthan,Rajsamand,25.03636,73.883502
"Sahu Nagar, Sawai Madhopur - RSPCB",Rajasthan,Sawai Madhopur,26.031443,76.359327
"Radhakishan Pura, Sikar - RSPCB",Rajasthan,Sikar,27.608912,75.153302
"Vedhaynath Colony, Sirohi - RSPCB",Rajasthan,Sirohi,24.885261,72.857549
"Old City, Sri Ganganagar - RSPCB",Rajasthan,Sri Ganganagar,29.931624,73.864511
"Shastri Nagar, Tonk - RSPCB",Rajasthan,Tonk,26.159933,75.780517
"Ashok Nagar, Udaipur - RSPCB",Rajasthan,Udaipur,24.5886166,73.6321397
"Zero Point GICI, Gangtok - SSPCB",Sikkim,Gangtok,27.33853,88.614099
"Arumbakkam, Chennai - TNPCB",TamilNadu,Chennai,13.0664,80.2112
"Kodungaiyur, Chennai - TNPCB",TamilNadu,Chennai,13.1278,80.2642
"Manali Village, Chennai - TNPCB",TamilNadu,Chennai,13.1662,80.2584
"Manali, Chennai - CPCB",TamilNadu,Chennai,13.164544,80.26285
"Perungudi, Chennai - TNPCB",TamilNadu,Chennai,12.9533,80.2357
"Royapuram, Chennai - TNPCB",TamilNadu,Chennai,13.1036,80.2909
"Velachery Res. Area, Chennai - CPCB",TamilNadu,Chennai,13.0052189,80.2398125
"PSG College of Arts and Science, Coimbatore - TNPCB",TamilNadu,Coimbatore,11.0328,77.0349
"SIDCO Kurichi, Coimbatore - TNPCB",TamilNadu,Coimbatore,10.942451,76.978996
"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",TamilNadu,Gummidipoondi,13.4127,80.1081
"Uchapatti, Madurai - TNPCB",TamilNadu,Madurai,9.865935,78.022669
"SIPCOT Industrial Park, Perundurai - TNPCB",TamilNadu,Perundurai,11.258242,77.552761
"SIPCOT Nathampannai, Pudukottai - TNPCB",TamilNadu,Pudukottai,10.423417,78.784889
"Chalai Bazaar, Ramanathapuram - TNPCB",TamilNadu,Ramanathapuram,9.36399,78.831977
"Parisutham Nagar, Thanjavur - TNPCB",TamilNadu,Thanjavur,10.7654824,79.1389968
"Meelavittan, Thoothukudi - TNPCB",TamilNadu,Thoothukudi,8.816428,78.099039
"Bollaram Industrial Area, Hyderabad - TSPCB",Telangana,Hyderabad,17.540891,78.358528
"Central University, Hyderabad - TSPCB",Telangana,Hyderabad,17.460103,78.334361
"ECIL Kapra, Hyderabad - TSPCB",Telangana,Hyderabad,17.470431,78.566959
"ICRISAT Patancheru, Hyderabad - TSPCB",Telangana,Hyderabad,17.5184,78.278777
"IDA Pashamylaram, Hyderabad - TSPCB",Telangana,Hyderabad,17.5316895,78.218939
"IITH Kandi, Hyderabad - TSPCB",Telangana,Hyderabad,17.585705,78.126199
"Kokapet, Hyderabad - TSPCB",Telangana,Hyderabad,17.393559,78.339194
"Kompally Municipal Office, Hyderabad - TSPCB",Telangana,Hyderabad,17.544899,78.486949
"Nacharam_TSIIC IALA, Hyderabad - TSPCB",Telangana,Hyderabad,17.429398,78.569354
"New Malakpet, Hyderabad - TSPCB",Telangana,Hyderabad,17.37206,78.50864
"Ramachandrapuram, Hyderabad - TSPCB",Telangana,Hyderabad,17.528544,78.286195
"Sanathnagar, Hyderabad - TSPCB",Telangana,Hyderabad,17.4559458,78.4332152
"Somajiguda, Hyderabad - TSPCB",Telangana,Hyderabad,17.417094,78.457437
"Zoo Park, Hyderabad - TSPCB",Telangana,Hyderabad,17.349694,78.451437
"Bardowali, Agartala - Tripura SPCB",Tripura,Agartala,23.8175497,91.2726974
"Manoharpur, Agra - UPPCB",Uttar_Pradesh,Agra,27.23711,78.01936
"Rohta, Agra - UPPCB",Uttar_Pradesh,Agra,27.106972,78.000111
"Sanjay Palace, Agra - UPPCB",Uttar_Pradesh,Agra,27.19865833,78.00598056
"Sector-3B Avas Vikas Colony, Agra - UPPCB",Uttar_Pradesh,Agra,27.19412,77.96237
"Shahjahan Garden, Agra - UPPCB",Uttar_Pradesh,Agra,27.169338,78.03582
"Shastripuram, Agra - UPPCB",Uttar_Pradesh,Agra,27.19862,77.92066
"Sardar Patel Inter College, Baghpat - UPPCB",Uttar_Pradesh,Baghpat,28.964949,77.278761
"Civil Lines, Bareilly - UPPCB",Uttar_Pradesh,Bareilly,28.359581,79.414455
"Rajendra Nagar, Bareilly - UPPCB",Uttar_Pradesh,Bareilly,28.38910936,79.42963708
"Yamunapuram, Bulandshahr - UPPCB",Uttar_Pradesh,Bulandshahr,28.406963,77.849831
"Nagla Bhau, Firozabad - UPPCB",Uttar_Pradesh,Firozabad,27.168897,78.37696
"Vibhab Nagar, Firozabad - UPPCB",Uttar_Pradesh,Firozabad,27.1594,78.3953
"Indirapuram, Ghaziabad - UPPCB",Uttar_Pradesh,Ghaziabad,28.646233,77.358075
"Loni, Ghaziabad - UPPCB",Uttar_Pradesh,Ghaziabad,28.757294,77.278792
"Sanjay Nagar, Ghaziabad - UPPCB",Uttar_Pradesh,Ghaziabad,28.685382,77.453839
"Vasundhara, Ghaziabad - UPPCB",Uttar_Pradesh,Ghaziabad,28.6603346,77.3572563
"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",Uttar_Pradesh,Gorakhpur,26.730136,83.433859
"Knowledge Park - III, Greater Noida - UPPCB",Uttar_Pradesh,Greater Noida,28.47272,77.482
"Knowledge Park - V, Greater Noida - UPPCB",Uttar_Pradesh,Greater Noida,28.557054,77.453663
"Anand Vihar, Hapur - UPPCB",Uttar_Pradesh,Hapur,28.725645,77.749675
"Shivaji Nagar, Jhansi - UPPCB",Uttar_Pradesh,Jhansi,25.4547,78.6039
"FTI Kidwai Nagar, Kanpur - UPPCB",Uttar_Pradesh,Kanpur,26.428282,80.327067
"NSI Kalyanpur, Kanpur - UPPCB",Uttar_Pradesh,Kanpur,26.509954,80.249612
"Nehru Nagar, Kanpur - UPPCB",Uttar_Pradesh,Kanpur,26.4703136,80.3229863
"Kalindi Kunj, Khurja - UPPCB",Uttar_Pradesh,Khurja,28.2348927,77.8683002
"B R Ambedkar University, Lucknow - UPPCB",Uttar_Pradesh,Lucknow,26.766433,80.927299
"Gomti Nagar, Lucknow - UPPCB",Uttar_Pradesh,Lucknow,26.86812,81.005119
"Kendriya Vidyalaya, Lucknow - CPCB",Uttar_Pradesh,Lucknow,26.906111,80.948222
"Kukrail Picnic Spot-1, Lucknow - UPPCB",Uttar_Pradesh,Lucknow,26.90723,80.98579
"Lalbagh, Lucknow - CPCB",Uttar_Pradesh,Lucknow,26.8458805,80.9365541
"Talkatora District Industries Center, Lucknow - CPCB",Uttar_Pradesh,Lucknow,26.83399722,80.8917361
"Ganga Nagar, Meerut - UPPCB",Uttar_Pradesh,Meerut,28.999264,77.7590354
"Jai Bhim Nagar, Meerut - UPPCB",Uttar_Pradesh,Meerut,28.9535882,77.7622941
"Pallavpuram Phase 2, Meerut - UPPCB",Uttar_Pradesh,Meerut,29.06351,77.709723
"Buddhi Vihar, Moradabad - UPPCB",Uttar_Pradesh,Moradabad,28.83526,78.7446
"Eco Herbal Park, Moradabad - UPPCB",Uttar_Pradesh,Moradabad,28.840739,78.697531
"Employment Office, Moradabad - UPPCB",Uttar_Pradesh,Moradabad,28.88528,78.7388
"Jigar Colony, Moradabad - UPPCB",Uttar_Pradesh,Moradabad,28.856664,78.772638
"Kashiram Nagar, Moradabad - UPPCB",Uttar_Pradesh,Moradabad,28.849399,78.742362
"Transport Nagar, Moradabad - UPPCB",Uttar_Pradesh,Moradabad,28.802625,78.753728
"New Mandi, Muzaffarnagar - UPPCB",Uttar_Pradesh,Muzaffarnagar,29.4723508,77.7194031
"Sector - 125, Noida - UPPCB",Uttar_Pradesh,Noida,28.5447608,77.3231257
"Sector - 62, Noida - IMD",Uttar_Pradesh,Noida,28.6245479,77.3577104
"Sector-1, Noida - UPPCB",Uttar_Pradesh,Noida,28.5898,77.3101
"Sector-116, Noida - UPPCB",Uttar_Pradesh,Noida,28.56923,77.393848
"Jhunsi, Prayagraj - UPPCB",Uttar_Pradesh,Prayagraj,25.425602,81.917152
"Motilal Nehru NIT, Prayagraj - UPPCB",Uttar_Pradesh,Prayagraj,25.494,81.863
"Nagar Nigam, Prayagraj - UPPCB",Uttar_Pradesh,Prayagraj,25.44919916,81.82735986
"Ardhali Bazar, Varanasi - UPPCB",Uttar_Pradesh,Varanasi,25.3505986,82.9083074
"Bhelupur, Varanasi - UPPCB",Uttar_Pradesh,Varanasi,25.301778,82.996789
"IESD Banaras Hindu University, Varanasi - UPPCB",Uttar_Pradesh,Varanasi,25.262326,82.995408
"Maldahiya, Varanasi - UPPCB",Uttar_Pradesh,Varanasi,25.32393,82.99687
"Omex Eternity, Vrindavan - UPPCB",Uttar_Pradesh,Vrindavan,27.571409,77.655757
"Doon University, Dehradun - UKPCB",Uttarakhand,Dehradun,30.269444,78.044167
"Govt. Girls Inter College, Kashipur - UKPCB",Uttarakhand,Kashipur,29.2124114,78.9611753
"Shivaji Nagar, Rishikesh - UKPCB",Uttarakhand,Rishikesh,30.075911,78.2859547
"Asansol Court Area, Asansol - WBPCB",West_Bengal,Asansol,23.685297,86.945968
"Evelyn Lodge, Asansol - WBPCB",West_Bengal,Asansol,23.697936,86.944395
"Mahabir Colliery, Asansol - WBPCB",West_Bengal,Asansol,23.618183,87.105718
"Trivenidevi Bhalotia College, Asansol - WBPCB",West_Bengal,Asansol,23.616515,87.119133
"SVSPA Campus, Barrackpore - WBPCB",West_Bengal,Barrackpore,22.7605581,88.3617589
"Mahishkapur Road_B-Zone, Durgapur - WBPCB",West_Bengal,Durgapur,23.567923,87.306843
"PCBL Residential Complex, Durgapur - WBPCB",West_Bengal,Durgapur,23.508764,87.35444
"Womens College_City Center, Durgapur - WBPCB",West_Bengal,Durgapur,23.549395,87.300496
"Priyambada Housing Estate, Haldia - WBPCB",West_Bengal,Haldia,22.06047,88.109737
"Belur Math, Howrah - WBPCB",West_Bengal,Howrah,22.629801,88.352017
"Botanical Garden, Howrah - WBPCB",West_Bengal,Howrah,22.554954,88.292568
"Dasnagar, Howrah - WBPCB",West_Bengal,Howrah,22.6025571,88.3105664
"Ghusuri, Howrah - WBPCB",West_Bengal,Howrah,22.611968,88.347422
"Padmapukur, Howrah - WBPCB",West_Bengal,Howrah,22.5687319,88.2797276
"Ballygunge, Kolkata - WBPCB",West_Bengal,Kolkata,22.5367507,88.3638022
"Bidhannagar, Kolkata - WBPCB",West_Bengal,Kolkata,22.58157048,88.41002457
"Fort William, Kolkata - WBPCB",West_Bengal,Kolkata,22.55664,88.342674
"Jadavpur, Kolkata - WBPCB",West_Bengal,Kolkata,22.49929,88.36917
"Rabindra Bharati University, Kolkata - WBPCB",West_Bengal,Kolkata,22.627847,88.380669
"Rabindra Sarobar, Kolkata - WBPCB",West_Bengal,Kolkata,22.51106,88.35142
"Victoria, Kolkata - WBPCB",West_Bengal,Kolkata,22.5448082,88.3403691
"Ward-32 Bapupara, Siliguri - WBPCB",West_Bengal,Siliguri,26.6879226,88.4152495
